,all_100,all_101,all_102,all_103
775,18.0,17.0,14.0,19.0
776,15.0,17.0,13.0,18.0
777,14.0,16.0,16.0,16.0
778,10.0,18.0,13.0,17.0
779,8.0,15.0,9.0,17.0
780,7.0,12.0,6.0,14.0
781,6.0,10.0,6.0,11.0
782,9.0,8.0,6.0,9.0
783,11.0,9.0,4.0,7.0
784,7.0,5.0,4.0,6.0
785,6.0,4.0,6.0,7.0
786,6.0,4.0,4.0,4.0
787,8.0,5.0,7.0,5.0
788,11.0,8.0,8.0,8.0
789,11.0,10.0,8.0,11.0
790,12.0,10.0,8.0,13.0
791,13.0,13.0,8.0,15.0
792,14.0,14.0,9.0,18.0
793,15.0,16.0,9.0,21.0
794,18.0,17.0,11.0,21.0
795,18.0,17.0,12.0,22.0
796,19.0,19.0,12.0,24.0
797,19.0,22.0,13.0,24.0
798,19.0,23.0,14.0,27.0
799,12.0,16.0,9.0,24.0
800,11.0,14.0,8.0,21.0
801,12.0,14.0,8.0,21.0
802,11.0,13.0,11.0,21.0
803,10.0,11.0,12.0,18.0
804,9.0,12.0,8.0,15.0
805,8.0,12.0,5.0,13.0
806,8.0,10.0,4.0,9.0
807,9.0,9.0,5.0,8.0
808,7.0,9.0,4.0,9.0
809,7.0,6.0,7.0,7.0
810,7.0,3.0,6.0,5.0
811,10.0,3.0,7.0,7.0
812,11.0,5.0,8.0,7.0
813,12.0,6.0,9.0,8.0
814,14.0,7.0,13.0,11.0
815,14.0,8.0,16.0,12.0
816,14.0,7.0,17.0,13.0
817,14.0,7.0,19.0,13.0
818,16.0,9.0,21.0,13.0
819,16.0,9.0,21.0,14.0
820,16.0,10.0,21.0,16.0
821,17.0,10.0,22.0,18.0
822,17.0,10.0,25.0,20.0
823,13.0,9.0,20.0,15.0
824,9.0,8.0,18.0,13.0
825,9.0,6.0,16.0,14.0
826,6.0,7.0,17.0,14.0
827,6.0,6.0,18.0,11.0
828,7.0,6.0,16.0,10.0
829,4.0,6.0,14.0,9.0
830,4.0,4.0,13.0,8.0
831,3.0,4.0,12.0,8.0
832,4.0,3.0,8.0,6.0
833,1.0,2.0,5.0,4.0
834,3.0,2.0,6.0,3.0
835,4.0,3.0,9.0,3.0
836,5.0,6.0,12.0,4.0
837,5.0,8.0,13.0,5.0
838,5.0,10.0,15.0,8.0
839,5.0,10.0,17.0,9.0
840,7.0,10.0,18.0,9.0
841,7.0,12.0,17.0,9.0
842,8.0,15.0,20.0,9.0
843,9.0,15.0,20.0,14.0
844,9.0,16.0,20.0,15.0
845,9.0,17.0,22.0,16.0
846,12.0,18.0,24.0,18.0
847,9.0,16.0,25.0,14.0
848,7.0,14.0,23.0,12.0
849,7.0,11.0,22.0,13.0
850,6.0,11.0,21.0,11.0
851,9.0,11.0,19.0,12.0
852,10.0,10.0,19.0,13.0
853,8.0,8.0,21.0,13.0
854,6.0,6.0,20.0,14.0
855,3.0,4.0,14.0,11.0
856,3.0,5.0,10.0,9.0
857,5.0,4.0,9.0,10.0
858,4.0,7.0,12.0,8.0
859,5.0,9.0,13.0,9.0
860,6.0,9.0,13.0,12.0
861,9.0,12.0,16.0,15.0
862,9.0,13.0,19.0,15.0
863,9.0,15.0,20.0,16.0
864,10.0,16.0,22.0,17.0
865,12.0,18.0,22.0,18.0
866,16.0,18.0,23.0,20.0
867,18.0,19.0,24.0,21.0
868,19.0,20.0,24.0,22.0
869,20.0,20.0,25.0,23.0
870,23.0,21.0,26.0,23.0
871,20.0,15.0,22.0,17.0
872,18.0,14.0,19.0,12.0
873,16.0,13.0,18.0,10.0
874,15.0,12.0,17.0,9.0
875,12.0,8.0,16.0,11.0
876,11.0,5.0,16.0,9.0
877,8.0,4.0,13.0,9.0
878,8.0,4.0,11.0,8.0
879,6.0,3.0,9.0,7.0
880,4.0,4.0,10.0,9.0
881,3.0,3.0,8.0,10.0
882,1.0,2.0,6.0,4.0
883,5.0,4.0,6.0,5.0
884,5.0,4.0,8.0,6.0
885,6.0,4.0,8.0,8.0
886,6.0,6.0,10.0,11.0
887,7.0,6.0,11.0,11.0
888,7.0,8.0,11.0,14.0
889,8.0,9.0,15.0,17.0
890,8.0,10.0,15.0,19.0
891,10.0,11.0,18.0,19.0
892,10.0,12.0,20.0,21.0
893,15.0,14.0,21.0,21.0
894,18.0,14.0,21.0,21.0
895,14.0,10.0,17.0,20.0
896,12.0,9.0,14.0,18.0
897,14.0,9.0,14.0,16.0
898,15.0,11.0,13.0,14.0
899,13.0,10.0,13.0,13.0
900,12.0,9.0,14.0,10.0
901,10.0,6.0,15.0,7.0
902,11.0,5.0,11.0,3.0
903,8.0,3.0,11.0,4.0
904,5.0,3.0,8.0,2.0
905,3.0,2.0,6.0,3.0
906,3.0,3.0,4.0,4.0
907,4.0,4.0,4.0,5.0
908,5.0,5.0,6.0,6.0
909,5.0,5.0,7.0,8.0
910,7.0,8.0,7.0,8.0
911,8.0,9.0,9.0,7.0
912,8.0,10.0,11.0,8.0
913,8.0,11.0,12.0,10.0
914,9.0,13.0,13.0,12.0
915,10.0,13.0,14.0,12.0
916,10.0,14.0,15.0,12.0
917,11.0,15.0,16.0,13.0
918,11.0,17.0,18.0,13.0
919,8.0,12.0,15.0,9.0
920,6.0,11.0,15.0,6.0
921,5.0,10.0,15.0,6.0
922,3.0,9.0,14.0,7.0
923,6.0,9.0,14.0,10.0
924,5.0,6.0,11.0,8.0
925,4.0,5.0,7.0,10.0
926,3.0,5.0,5.0,8.0
927,2.0,3.0,4.0,6.0
928,2.0,1.0,5.0,3.0
929,2.0,0.0,5.0,0.0
930,3.0,3.0,2.0,5.0
931,4.0,3.0,2.0,5.0
932,5.0,4.0,2.0,6.0
933,6.0,5.0,4.0,7.0
934,9.0,5.0,6.0,7.0
935,9.0,5.0,6.0,9.0
936,11.0,6.0,8.0,11.0
937,11.0,6.0,10.0,12.0
938,13.0,6.0,10.0,13.0
939,16.0,6.0,11.0,13.0
940,18.0,7.0,12.0,13.0
941,19.0,8.0,15.0,14.0
942,20.0,12.0,17.0,14.0
943,15.0,9.0,15.0,11.0
944,14.0,10.0,13.0,10.0
945,14.0,10.0,12.0,6.0
946,11.0,7.0,10.0,5.0
947,9.0,6.0,10.0,3.0
948,7.0,7.0,9.0,5.0
949,8.0,6.0,7.0,6.0
950,8.0,4.0,4.0,9.0
951,9.0,2.0,5.0,7.0
952,7.0,2.0,7.0,4.0
953,4.0,1.0,9.0,2.0
954,4.0,1.0,7.0,2.0
955,7.0,2.0,9.0,3.0
956,7.0,3.0,9.0,5.0
957,10.0,6.0,12.0,7.0
958,13.0,9.0,15.0,8.0
959,14.0,8.0,14.0,9.0
960,14.0,8.0,15.0,11.0
961,14.0,9.0,16.0,15.0
962,18.0,11.0,18.0,16.0
963,20.0,11.0,22.0,17.0
964,21.0,12.0,23.0,17.0
965,22.0,13.0,23.0,19.0
966,22.0,15.0,25.0,19.0
967,18.0,15.0,18.0,18.0
968,15.0,13.0,13.0,14.0
969,15.0,11.0,11.0,11.0
970,13.0,9.0,11.0,10.0
971,13.0,10.0,12.0,14.0
972,14.0,7.0,12.0,13.0
973,12.0,10.0,12.0,10.0
974,8.0,9.0,9.0,7.0
975,6.0,8.0,9.0,9.0
976,5.0,9.0,6.0,8.0
977,3.0,7.0,6.0,5.0
978,2.0,5.0,5.0,5.0
979,6.0,7.0,6.0,6.0
980,6.0,9.0,6.0,7.0
981,7.0,11.0,7.0,8.0
982,11.0,12.0,8.0,11.0
983,11.0,13.0,9.0,12.0
984,12.0,14.0,9.0,13.0
985,14.0,16.0,12.0,14.0
986,15.0,18.0,15.0,14.0
987,15.0,18.0,16.0,16.0
988,15.0,21.0,21.0,18.0
989,17.0,23.0,26.0,19.0
990,20.0,25.0,29.0,19.0
991,17.0,20.0,28.0,15.0
992,15.0,16.0,25.0,13.0
993,13.0,14.0,21.0,10.0
994,13.0,12.0,19.0,8.0
995,11.0,11.0,19.0,7.0
996,8.0,12.0,20.0,7.0
997,6.0,10.0,19.0,8.0
998,7.0,9.0,19.0,10.0
999,8.0,7.0,18.0,9.0
1000,8.0,4.0,16.0,8.0
1001,7.0,2.0,14.0,6.0
1002,5.0,4.0,12.0,8.0
1003,5.0,4.0,13.0,8.0
1004,6.0,7.0,15.0,8.0
1005,7.0,7.0,16.0,14.0
1006,7.0,9.0,17.0,14.0
1007,8.0,12.0,23.0,14.0
1008,8.0,16.0,24.0,14.0
1009,8.0,18.0,24.0,17.0
1010,8.0,19.0,25.0,18.0
1011,9.0,20.0,25.0,18.0
1012,11.0,21.0,27.0,20.0
1013,11.0,22.0,27.0,22.0
1014,13.0,23.0,29.0,22.0
1015,7.0,19.0,23.0,19.0
1016,6.0,15.0,20.0,14.0
1017,6.0,14.0,19.0,11.0
1018,5.0,17.0,19.0,9.0
1019,6.0,18.0,18.0,7.0
1020,7.0,17.0,18.0,8.0
1021,6.0,15.0,15.0,7.0
1022,3.0,12.0,13.0,7.0
1023,3.0,9.0,11.0,5.0
1024,5.0,9.0,9.0,3.0
1025,4.0,8.0,7.0,3.0
1026,1.0,8.0,4.0,3.0
1027,2.0,9.0,4.0,4.0
1028,3.0,12.0,6.0,6.0
1029,3.0,14.0,8.0,6.0
1030,4.0,15.0,9.0,5.0
1031,4.0,17.0,9.0,6.0
1032,5.0,23.0,10.0,9.0
1033,8.0,25.0,10.0,9.0
1034,9.0,27.0,10.0,10.0
1035,10.0,29.0,11.0,11.0
1036,10.0,29.0,11.0,11.0
1037,12.0,31.0,13.0,12.0
1038,12.0,32.0,14.0,13.0
1039,6.0,28.0,11.0,13.0
1040,4.0,27.0,11.0,11.0
1041,4.0,25.0,11.0,10.0
1042,2.0,23.0,11.0,9.0
1043,3.0,22.0,13.0,8.0
1044,4.0,20.0,16.0,6.0
1045,4.0,14.0,15.0,4.0
1046,2.0,13.0,13.0,5.0
1047,2.0,12.0,11.0,2.0
1048,2.0,11.0,9.0,6.0
1049,4.0,6.0,9.0,6.0
1050,3.0,3.0,9.0,6.0
1051,5.0,4.0,10.0,7.0
1052,8.0,4.0,11.0,9.0
1053,13.0,4.0,11.0,9.0
1054,14.0,4.0,13.0,11.0
1055,16.0,6.0,19.0,13.0
1056,19.0,8.0,21.0,14.0
1057,19.0,8.0,21.0,14.0
1058,20.0,8.0,22.0,15.0
1059,22.0,10.0,22.0,15.0
1060,28.0,12.0,22.0,17.0
1061,29.0,12.0,22.0,21.0
1062,30.0,12.0,25.0,21.0
1063,24.0,9.0,20.0,19.0
1064,22.0,6.0,16.0,17.0
1065,19.0,5.0,16.0,15.0
1066,19.0,5.0,15.0,12.0
1067,18.0,5.0,13.0,10.0
1068,16.0,7.0,11.0,9.0
1069,15.0,7.0,12.0,9.0
1070,12.0,6.0,10.0,6.0
1071,8.0,4.0,9.0,3.0
1072,6.0,4.0,8.0,4.0
1073,7.0,3.0,6.0,6.0
1074,9.0,2.0,7.0,5.0
1075,11.0,2.0,9.0,6.0
1076,11.0,2.0,11.0,7.0
1077,12.0,3.0,11.0,9.0
1078,12.0,5.0,12.0,9.0
1079,12.0,6.0,12.0,11.0
1080,12.0,6.0,12.0,11.0
1081,12.0,6.0,12.0,11.0
1082,12.0,6.0,12.0,11.0
1083,12.0,6.0,12.0,11.0
1084,12.0,6.0,12.0,11.0
1085,12.0,6.0,12.0,11.0
1086,12.0,6.0,12.0,11.0
1087,7.0,2.0,7.0,5.0
1088,3.0,0.0,4.0,3.0
1089,1.0,0.0,2.0,2.0
1090,0.0,0.0,0.0,2.0
1091,0.0,0.0,0.0,2.0
1092,0.0,0.0,0.0,2.0
1093,0.0,0.0,0.0,0.0
1094,0.0,0.0,0.0,0.0
1095,0.0,0.0,0.0,0.0
1096,0.0,0.0,0.0,0.0
1097,0.0,0.0,0.0,0.0
1098,0.0,0.0,0.0,0.0
1099,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0
1101,0.0,0.0,0.0,0.0
1102,0.0,0.0,0.0,0.0
1103,0.0,0.0,0.0,0.0
1104,0.0,0.0,0.0,0.0
1105,0.0,0.0,0.0,0.0
1106,0.0,0.0,0.0,0.0
1107,0.0,0.0,0.0,0.0
1108,0.0,0.0,0.0,0.0
1109,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0
1112,0.0,0.0,0.0,0.0
1113,0.0,0.0,0.0,0.0
1114,0.0,0.0,0.0,0.0
1115,0.0,0.0,0.0,0.0
1116,0.0,0.0,0.0,0.0
1117,0.0,0.0,0.0,0.0
1118,0.0,0.0,0.0,0.0
1119,0.0,0.0,0.0,0.0
1120,0.0,0.0,0.0,0.0
1121,0.0,0.0,0.0,0.0
1122,0.0,0.0,0.0,0.0
1123,0.0,0.0,0.0,0.0
1124,0.0,0.0,0.0,0.0
1125,0.0,0.0,0.0,0.0
1126,0.0,0.0,0.0,0.0
1127,0.0,0.0,0.0,0.0
1128,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0
1131,0.0,0.0,0.0,0.0
1132,0.0,0.0,0.0,0.0
1133,0.0,0.0,0.0,0.0
1134,0.0,0.0,0.0,0.0
1135,0.0,0.0,0.0,0.0
1136,0.0,0.0,0.0,0.0
1137,0.0,0.0,0.0,0.0
1138,0.0,0.0,0.0,0.0
1139,0.0,0.0,0.0,0.0
1140,0.0,0.0,0.0,0.0
1141,0.0,0.0,0.0,0.0
1142,0.0,0.0,0.0,0.0
1143,0.0,0.0,0.0,0.0
1144,0.0,0.0,0.0,0.0
1145,0.0,0.0,0.0,0.0
1146,0.0,0.0,0.0,0.0
1147,0.0,0.0,0.0,0.0
1148,0.0,0.0,0.0,0.0
1149,0.0,0.0,0.0,0.0
1150,0.0,0.0,0.0,0.0
1151,0.0,0.0,0.0,0.0
1152,0.0,0.0,0.0,0.0
1153,0.0,0.0,0.0,0.0
1154,0.0,0.0,0.0,0.0
1155,0.0,0.0,0.0,0.0
1156,0.0,0.0,0.0,0.0
1157,0.0,0.0,0.0,0.0
1158,0.0,0.0,0.0,0.0
1159,0.0,0.0,0.0,0.0
1160,0.0,0.0,0.0,0.0
1161,0.0,0.0,0.0,0.0
1162,0.0,0.0,0.0,0.0
1163,0.0,0.0,0.0,0.0
1164,0.0,0.0,0.0,0.0
1165,0.0,0.0,0.0,0.0
1166,0.0,0.0,0.0,0.0
1167,0.0,0.0,0.0,0.0
1168,0.0,0.0,0.0,0.0
1169,0.0,0.0,0.0,0.0
1170,0.0,0.0,0.0,0.0
1171,0.0,0.0,0.0,0.0
1172,0.0,0.0,0.0,0.0
1173,0.0,0.0,0.0,0.0
1174,0.0,0.0,0.0,0.0
1175,0.0,0.0,0.0,0.0
1176,4.0,1.0,2.0,4.0
1177,5.0,3.0,6.0,6.0
1178,8.0,4.0,9.0,7.0
1179,9.0,5.0,13.0,9.0
1180,11.0,8.0,15.0,11.0
1181,13.0,9.0,18.0,13.0
1182,16.0,10.0,19.0,18.0
1183,12.0,6.0,15.0,15.0
1184,11.0,7.0,13.0,14.0
1185,9.0,7.0,13.0,15.0
1186,8.0,7.0,13.0,16.0
1187,7.0,7.0,13.0,16.0
1188,9.0,7.0,12.0,16.0
1189,10.0,5.0,10.0,12.0
1190,11.0,7.0,8.0,12.0
1191,12.0,6.0,7.0,11.0
1192,11.0,9.0,8.0,8.0
1193,8.0,7.0,5.0,5.0
1194,9.0,8.0,5.0,5.0
1195,11.0,9.0,7.0,8.0
1196,13.0,11.0,8.0,11.0
1197,15.0,12.0,14.0,12.0
1198,17.0,14.0,16.0,15.0
1199,18.0,15.0,19.0,19.0
1200,19.0,16.0,20.0,22.0
1201,21.0,17.0,21.0,24.0
1202,23.0,18.0,25.0,26.0
1203,26.0,21.0,28.0,30.0
1204,27.0,24.0,30.0,32.0
1205,29.0,26.0,31.0,39.0
1206,32.0,30.0,34.0,42.0
1207,28.0,29.0,32.0,39.0
1208,24.0,26.0,29.0,39.0
1209,23.0,25.0,29.0,42.0
1210,22.0,24.0,28.0,43.0
1211,19.0,23.0,28.0,44.0
1212,18.0,22.0,28.0,43.0
1213,19.0,20.0,27.0,39.0
1214,20.0,18.0,25.0,40.0
1215,19.0,18.0,24.0,40.0
1216,17.0,16.0,23.0,36.0
1217,17.0,14.0,22.0,33.0
1218,15.0,10.0,19.0,32.0
1219,16.0,12.0,19.0,36.0
1220,18.0,14.0,20.0,38.0
1221,23.0,18.0,22.0,38.0
1222,25.0,21.0,23.0,39.0
1223,26.0,23.0,24.0,44.0
1224,28.0,25.0,24.0,46.0
1225,30.0,27.0,26.0,49.0
1226,31.0,28.0,27.0,51.0
1227,32.0,31.0,29.0,53.0
1228,34.0,34.0,30.0,56.0
1229,37.0,38.0,31.0,57.0
1230,39.0,41.0,32.0,61.0
1231,37.0,38.0,28.0,58.0
1232,34.0,36.0,25.0,53.0
1233,33.0,36.0,24.0,51.0
1234,33.0,39.0,22.0,52.0
1235,32.0,38.0,24.0,52.0
1236,36.0,36.0,24.0,54.0
1237,34.0,33.0,23.0,51.0
1238,30.0,32.0,22.0,47.0
1239,28.0,30.0,20.0,46.0
1240,26.0,27.0,20.0,46.0
1241,25.0,26.0,20.0,48.0
1242,21.0,25.0,18.0,47.0
1243,27.0,26.0,21.0,48.0
1244,31.0,27.0,23.0,48.0
1245,34.0,28.0,24.0,50.0
1246,37.0,30.0,28.0,53.0
1247,38.0,32.0,30.0,59.0
1248,41.0,34.0,32.0,61.0
1249,43.0,37.0,34.0,62.0
1250,45.0,39.0,36.0,63.0
1251,46.0,39.0,39.0,64.0
1252,48.0,42.0,40.0,69.0
1253,50.0,43.0,42.0,74.0
1254,52.0,46.0,46.0,77.0
1255,48.0,42.0,42.0,75.0
1256,47.0,41.0,38.0,72.0
1257,45.0,41.0,35.0,70.0
1258,46.0,40.0,37.0,71.0
1259,50.0,40.0,37.0,74.0
1260,50.0,40.0,37.0,76.0
1261,49.0,40.0,36.0,76.0
1262,49.0,36.0,38.0,73.0
1263,47.0,34.0,37.0,77.0
1264,45.0,31.0,35.0,73.0
1265,45.0,31.0,37.0,69.0
1266,45.0,30.0,34.0,65.0
1267,46.0,32.0,36.0,67.0
1268,46.0,37.0,38.0,68.0
1269,48.0,39.0,41.0,71.0
1270,50.0,43.0,43.0,74.0
1271,51.0,46.0,46.0,77.0
1272,52.0,47.0,48.0,79.0
1273,54.0,48.0,51.0,82.0
1274,56.0,49.0,54.0,87.0
1275,59.0,51.0,55.0,93.0
1276,61.0,55.0,58.0,94.0
1277,65.0,56.0,61.0,101.0
1278,67.0,58.0,67.0,105.0
1279,65.0,52.0,65.0,103.0
1280,64.0,49.0,63.0,104.0
1281,64.0,46.0,61.0,103.0
1282,64.0,44.0,61.0,104.0
1283,67.0,47.0,60.0,107.0
1284,66.0,45.0,59.0,108.0
1285,65.0,43.0,58.0,108.0
1286,63.0,42.0,56.0,107.0
1287,61.0,42.0,55.0,110.0
1288,59.0,41.0,55.0,109.0
1289,57.0,39.0,55.0,109.0
1290,56.0,37.0,56.0,107.0
1291,56.0,38.0,57.0,109.0
1292,59.0,40.0,60.0,110.0
1293,60.0,42.0,61.0,113.0
1294,61.0,44.0,65.0,116.0
1295,64.0,47.0,67.0,118.0
1296,65.0,51.0,69.0,118.0
1297,66.0,52.0,70.0,119.0
1298,67.0,55.0,71.0,119.0
1299,68.0,57.0,71.0,120.0
1300,69.0,57.0,72.0,120.0
1301,69.0,59.0,74.0,120.0
1302,70.0,61.0,75.0,124.0
1303,67.0,56.0,71.0,118.0
1304,66.0,53.0,66.0,117.0
1305,66.0,52.0,64.0,119.0
1306,65.0,48.0,64.0,117.0
1307,66.0,46.0,64.0,114.0
1308,66.0,43.0,60.0,110.0
1309,67.0,46.0,60.0,108.0
1310,64.0,46.0,57.0,107.0
1311,60.0,44.0,53.0,102.0
1312,57.0,40.0,49.0,98.0
1313,53.0,36.0,46.0,96.0
1314,51.0,32.0,43.0,93.0
1315,54.0,33.0,44.0,93.0
1316,55.0,36.0,44.0,95.0
1317,55.0,36.0,45.0,97.0
1318,56.0,39.0,46.0,98.0
1319,57.0,39.0,46.0,99.0
1320,59.0,39.0,46.0,101.0
1321,61.0,39.0,48.0,101.0
1322,62.0,40.0,50.0,105.0
1323,65.0,42.0,50.0,108.0
1324,72.0,43.0,50.0,109.0
1325,72.0,47.0,52.0,111.0
1326,74.0,47.0,54.0,112.0
1327,71.0,46.0,50.0,106.0
1328,68.0,43.0,46.0,100.0
1329,71.0,43.0,45.0,98.0
1330,68.0,43.0,44.0,98.0
1331,68.0,46.0,46.0,95.0
1332,67.0,43.0,44.0,94.0
1333,64.0,42.0,43.0,96.0
1334,62.0,44.0,39.0,91.0
1335,61.0,40.0,36.0,88.0
1336,58.0,40.0,35.0,84.0
1337,55.0,38.0,36.0,80.0
1338,54.0,37.0,33.0,77.0
1339,58.0,37.0,33.0,77.0
1340,60.0,39.0,34.0,77.0
1341,63.0,41.0,37.0,77.0
1342,66.0,42.0,37.0,78.0
1343,67.0,42.0,38.0,79.0
1344,68.0,43.0,39.0,81.0
1345,70.0,44.0,39.0,82.0
1346,71.0,46.0,39.0,82.0
1347,71.0,46.0,40.0,82.0
1348,71.0,46.0,40.0,83.0
1349,72.0,47.0,41.0,86.0
1350,74.0,49.0,43.0,86.0
1351,69.0,47.0,39.0,81.0
1352,65.0,44.0,37.0,79.0
1353,64.0,42.0,38.0,78.0
1354,63.0,41.0,35.0,76.0
1355,63.0,40.0,35.0,72.0
1356,64.0,38.0,35.0,71.0
1357,61.0,37.0,39.0,71.0
1358,58.0,36.0,38.0,72.0
1359,54.0,34.0,34.0,69.0
1360,50.0,34.0,30.0,68.0
1361,49.0,34.0,28.0,67.0
1362,47.0,31.0,29.0,66.0
1363,48.0,35.0,32.0,69.0
1364,49.0,35.0,35.0,70.0
1365,50.0,36.0,36.0,69.0
1366,52.0,38.0,36.0,69.0
1367,53.0,40.0,37.0,70.0
1368,54.0,40.0,38.0,71.0
1369,55.0,44.0,40.0,71.0
1370,56.0,46.0,41.0,74.0
1371,59.0,47.0,42.0,76.0
1372,61.0,49.0,42.0,76.0
1373,63.0,50.0,43.0,76.0
1374,64.0,50.0,46.0,79.0
1375,60.0,48.0,42.0,74.0
1376,55.0,46.0,40.0,71.0
1377,52.0,44.0,38.0,70.0
1378,52.0,42.0,37.0,66.0
1379,55.0,38.0,36.0,65.0
1380,55.0,38.0,36.0,64.0
1381,54.0,38.0,34.0,61.0
1382,50.0,38.0,32.0,58.0
1383,48.0,37.0,30.0,55.0
1384,45.0,38.0,27.0,55.0
1385,43.0,38.0,27.0,55.0
1386,44.0,34.0,24.0,53.0
1387,46.0,34.0,25.0,54.0
1388,46.0,34.0,26.0,55.0
1389,46.0,34.0,28.0,59.0
1390,48.0,34.0,29.0,59.0
1391,49.0,37.0,33.0,59.0
1392,53.0,37.0,35.0,61.0
1393,56.0,37.0,35.0,61.0
1394,58.0,38.0,37.0,62.0
1395,58.0,40.0,38.0,63.0
1396,59.0,40.0,38.0,64.0
1397,62.0,41.0,39.0,68.0
1398,62.0,41.0,41.0,69.0
1399,57.0,36.0,39.0,63.0
1400,53.0,33.0,35.0,59.0
1401,51.0,32.0,35.0,58.0
1402,49.0,31.0,34.0,56.0
1403,51.0,32.0,33.0,56.0
1404,51.0,33.0,35.0,55.0
1405,52.0,34.0,33.0,55.0
1406,49.0,31.0,30.0,54.0
1407,48.0,28.0,29.0,50.0
1408,48.0,26.0,29.0,48.0
1409,47.0,23.0,26.0,46.0
1410,46.0,22.0,21.0,44.0
1411,45.0,25.0,24.0,44.0
1412,46.0,26.0,26.0,46.0
1413,47.0,27.0,26.0,46.0
1414,48.0,28.0,28.0,46.0
1415,50.0,30.0,31.0,46.0
1416,53.0,30.0,36.0,48.0
1417,54.0,31.0,36.0,50.0
1418,56.0,31.0,36.0,53.0
1419,57.0,33.0,39.0,57.0
1420,58.0,33.0,40.0,58.0
1421,58.0,33.0,42.0,61.0
1422,60.0,33.0,43.0,63.0
1423,56.0,29.0,40.0,58.0
1424,58.0,24.0,37.0,55.0
1425,58.0,24.0,35.0,53.0
1426,57.0,23.0,34.0,51.0
1427,58.0,21.0,34.0,50.0
1428,55.0,21.0,35.0,49.0
1429,53.0,20.0,34.0,48.0
1430,52.0,17.0,31.0,46.0
1431,52.0,15.0,28.0,45.0
1432,51.0,13.0,25.0,44.0
1433,49.0,11.0,23.0,43.0
1434,47.0,11.0,19.0,41.0
1435,49.0,11.0,21.0,41.0
1436,49.0,13.0,22.0,43.0
1437,50.0,16.0,24.0,45.0
1438,52.0,18.0,26.0,45.0
1439,54.0,19.0,27.0,45.0
1440,54.0,19.0,27.0,46.0
1441,54.0,22.0,28.0,46.0
1442,56.0,24.0,30.0,46.0
1443,57.0,24.0,31.0,48.0
1444,59.0,25.0,32.0,51.0
1445,59.0,26.0,35.0,51.0
1446,62.0,26.0,37.0,53.0
1447,59.0,22.0,36.0,47.0
1448,53.0,20.0,35.0,45.0
1449,54.0,19.0,35.0,44.0
1450,52.0,18.0,34.0,46.0
1451,51.0,18.0,30.0,45.0
1452,49.0,17.0,29.0,42.0
1453,50.0,16.0,29.0,42.0
1454,46.0,14.0,27.0,42.0
1455,41.0,14.0,27.0,39.0
1456,42.0,10.0,27.0,39.0
1457,40.0,8.0,25.0,38.0
1458,36.0,10.0,26.0,39.0
1459,35.0,10.0,29.0,40.0
1460,38.0,10.0,29.0,41.0
1461,37.0,11.0,30.0,43.0
1462,40.0,12.0,32.0,44.0
1463,42.0,12.0,34.0,45.0
1464,42.0,14.0,35.0,45.0
1465,42.0,17.0,37.0,47.0
1466,43.0,20.0,38.0,47.0
1467,46.0,23.0,38.0,48.0
1468,46.0,23.0,38.0,51.0
1469,48.0,26.0,39.0,53.0
1470,48.0,27.0,39.0,53.0
1471,46.0,24.0,36.0,49.0
1472,47.0,20.0,31.0,48.0
1473,44.0,17.0,30.0,45.0
1474,42.0,15.0,29.0,44.0
1475,45.0,20.0,30.0,44.0
1476,47.0,22.0,28.0,46.0
1477,44.0,21.0,26.0,46.0
1478,44.0,19.0,22.0,43.0
1479,41.0,15.0,19.0,40.0
1480,38.0,13.0,19.0,38.0
1481,35.0,9.0,21.0,36.0
1482,35.0,7.0,20.0,31.0
1483,37.0,8.0,23.0,32.0
1484,38.0,8.0,23.0,33.0
1485,40.0,9.0,27.0,33.0
1486,41.0,8.0,28.0,34.0
1487,42.0,11.0,29.0,36.0
1488,42.0,13.0,29.0,36.0
1489,44.0,15.0,31.0,36.0
1490,46.0,18.0,32.0,39.0
1491,48.0,19.0,35.0,40.0
1492,49.0,21.0,37.0,42.0
1493,52.0,22.0,39.0,43.0
1494,52.0,26.0,39.0,45.0
1495,48.0,23.0,36.0,42.0
1496,45.0,20.0,34.0,42.0
1497,46.0,21.0,32.0,46.0
1498,47.0,22.0,30.0,47.0
1499,45.0,22.0,27.0,46.0
1500,48.0,20.0,28.0,44.0
1501,46.0,19.0,27.0,41.0
1502,44.0,19.0,27.0,39.0
1503,43.0,15.0,22.0,39.0
1504,44.0,13.0,20.0,37.0
1505,41.0,9.0,17.0,34.0
1506,39.0,7.0,16.0,32.0
1507,40.0,6.0,17.0,34.0
1508,40.0,8.0,19.0,35.0
1509,43.0,12.0,20.0,36.0
1510,46.0,12.0,22.0,36.0
1511,47.0,12.0,24.0,37.0
1512,47.0,13.0,25.0,37.0
1513,49.0,14.0,27.0,39.0
1514,49.0,14.0,28.0,41.0
1515,50.0,16.0,31.0,44.0
1516,50.0,18.0,32.0,45.0
1517,51.0,18.0,33.0,46.0
1518,52.0,18.0,33.0,47.0
1519,52.0,15.0,31.0,42.0
1520,50.0,13.0,28.0,40.0
1521,51.0,10.0,27.0,39.0
