,Anchorage_100,Anchorage_101,Anchorage_102,Anchorage_103,mean,std
2194,0.0,10.54,,,5.27,5.27
2205,0.0,3.0,0.0,,1.0,1.4142135623730951
2212,12.0,13.0,0.0,,8.333333333333334,5.90668171555645
2217,9.83,,,,9.83,0.0
2243,0.0,0.0,7.0,9.75,4.1875,4.298891572254411
2250,7.0,,,,7.0,0.0
2258,1.0,2.0,,,1.5,0.5
2271,10.0,,,,10.0,0.0
2275,8.0,6.65,7.57,,7.406666666666666,0.5631064631922535
2283,7.15,,,,7.15,0.0
2284,0.0,,,,0.0,0.0
2293,14.0,,,0.0,7.0,7.0
2299,9.0,,0.0,,4.5,4.5
2316,8.02,,,,8.02,0.0
2319,0.0,,,,0.0,0.0
2327,13.0,,0.0,,6.5,6.5
2341,8.59,23.96,,,16.275,7.6850000000000005
2353,0.0,,,,0.0,0.0
2361,0.0,,14.0,,7.0,7.0
2374,13.05,,,,13.05,0.0
2389,1.0,8.82,,,4.91,3.91
2392,0.0,,,,0.0,0.0
2404,14.26,,,,14.26,0.0
2414,10.58,,,,10.58,0.0
2429,0.0,,,0.0,0.0,0.0
2431,0.0,,,,0.0,0.0
2432,15.0,,,,15.0,0.0
2436,10.0,,,,10.0,0.0
2438,10.97,,6.82,,8.895,2.075
2443,21.89,1.73,,,11.81,10.08
2444,3.0,,,,3.0,0.0
2448,2.0,,,,2.0,0.0
2465,9.33,,9.95,,9.64,0.3099999999999996
2473,0.0,,,,0.0,0.0
2475,0.0,,,,0.0,0.0
2487,8.0,,12.0,,10.0,2.0
2496,7.82,,,,7.82,0.0
2498,0.0,,8.14,,4.07,4.07
2502,0.0,0.0,,,0.0,0.0
2504,0.0,0.0,7.45,,2.4833333333333334,3.511963679893186
2510,9.0,,,0.0,4.5,4.5
2519,4.18,,,0.0,2.09,2.09
2534,9.0,,,,9.0,0.0
2549,9.64,,,,9.64,0.0
2553,1.0,,,,1.0,0.0
2580,12.0,12.0,0.0,,8.0,5.656854249492381
2586,8.0,12.0,0.0,,6.666666666666667,4.988876515698588
2591,5.09,,,,5.09,0.0
2602,0.0,,,,0.0,0.0
2606,0.0,5.52,8.0,,4.506666666666667,3.3436639916248896
2612,9.0,2.65,,,5.825,3.1750000000000003
2615,8.0,,6.99,,7.495,0.5049999999999999
2619,8.62,,,,8.62,0.0
2621,8.370000000000001,,,,8.370000000000001,0.0
2630,0.0,,,,0.0,0.0
2640,12.0,,,,12.0,0.0
2652,9.8,10.0,,0.0,6.6000000000000005,4.667618950457146
2661,0.0,,,,0.0,0.0
2666,1.0,,,,1.0,0.0
2667,0.0,,,11.6,5.8,5.8
2668,0.0,,,,0.0,0.0
2670,12.0,,,,12.0,0.0
2677,6.0,,,,6.0,0.0
2720,14.0,,9.38,,11.690000000000001,2.3099999999999996
2733,0.0,,,,0.0,0.0
2735,0.0,,,14.45,7.225,7.225
2745,12.0,,,0.0,6.0,6.0
2746,11.0,,,,11.0,0.0
2769,9.52,,,,9.52,0.0
2770,9.2,8.49,,,8.844999999999999,0.35499999999999954
2771,0.0,,3.05,,1.525,1.525
2775,0.0,,13.0,,6.5,6.5
2791,11.0,,,,11.0,0.0
2793,11.0,,,,11.0,0.0
2795,10.36,,12.87,,11.614999999999998,1.255
2800,1.0,,,,1.0,0.0
2806,0.0,,,,0.0,0.0
2818,9.0,,,13.0,11.0,2.0
2831,0.0,,,,0.0,0.0
2835,0.0,,,,0.0,0.0
2847,8.0,,,,8.0,0.0
2855,1.0,,,,1.0,0.0
2856,0.0,,16.35,,8.175,8.175
2859,0.0,,,11.0,5.5,5.5
2862,2.0,9.31,,,5.655,3.6550000000000002
2874,8.0,0.0,,,4.0,4.0
2902,0.0,,,,0.0,0.0
2904,0.0,,,13.99,6.995,6.995
2911,10.0,,,,10.0,0.0
2950,1.0,14.0,,11.0,8.666666666666666,5.557777333511022
2955,11.0,,,,11.0,0.0
2961,8.0,,,,8.0,0.0
2962,9.2,,,,9.2,0.0
2968,6.55,23.92,6.36,9.0,11.457500000000001,7.270166349541117
2971,0.0,,,,0.0,0.0
2975,0.0,,,,0.0,0.0
2980,10.0,,15.0,,12.5,2.5
2982,10.0,,14.0,,12.0,2.0
2994,10.31,,,,10.31,0.0
2997,8.11,,,0.0,4.055,4.055
3001,0.0,,,,0.0,0.0
3007,1.0,,2.0,,1.5,0.5
3013,11.0,,,,11.0,0.0
3015,11.0,,,,11.0,0.0
3023,9.55,,,,9.55,0.0
3025,8.64,,,,8.64,0.0
3029,0.0,,,,0.0,0.0
3031,1.0,,,,1.0,0.0
3038,0.0,,,,0.0,0.0
3041,0.0,,,,0.0,0.0
3053,8.72,,,0.0,4.36,4.36
3062,0.0,,,,0.0,0.0
3075,10.0,,,,10.0,0.0
3082,8.0,,,0.0,4.0,4.0
3086,9.85,,7.82,,8.835,1.0149999999999997
3091,1.0,,,,1.0,0.0
3093,1.0,,,,1.0,0.0
3100,0.0,,,,0.0,0.0
3101,1.0,11.83,,,6.415,5.415
3126,23.16,,,6.0,14.58,8.58
3130,0.0,,,6.25,3.125,3.125
3140,1.0,,,,1.0,0.0
3144,0.0,,5.23,,2.615,2.615
3156,8.0,,10.22,,9.11,1.1100000000000003
3157,10.12,,,,10.12,0.0
3174,0.0,,,,0.0,0.0
3178,0.0,,,,0.0,0.0
3198,2.0,12.48,15.57,12.45,10.625,5.138465237792311
3203,0.0,,,,0.0,0.0
3205,0.0,,,22.82,11.41,11.41
3206,13.0,22.16,,,17.58,4.58
3211,10.0,,,,10.0,0.0
3213,9.0,,,,9.0,0.0
3225,7.99,,,,7.99,0.0
3230,9.24,,,22.5,15.870000000000001,6.630000000000001
3240,1.0,,0.0,,0.5,0.5
3247,13.0,,,,13.0,0.0
3251,10.0,,,,10.0,0.0
3253,9.0,,,,9.0,0.0
3255,7.0,,,,7.0,0.0
3264,0.0,,,,0.0,0.0
3265,0.0,,,0.0,0.0,0.0
3266,0.0,0.0,0.0,,0.0,0.0
3271,12.0,,,12.0,12.0,0.0
3279,8.0,,,,8.0,0.0
3282,8.03,9.0,,7.34,8.123333333333333,0.6808980997346243
3296,1.0,,,,1.0,0.0
3304,12.0,,,,12.0,0.0
3311,8.0,,11.0,,9.5,1.5
3313,7.0,,,,7.0,0.0
3346,7.83,,,,7.83,0.0
3353,1.0,6.98,,,3.99,2.99
3355,0.0,,,12.0,6.0,6.0
3369,7.0,11.0,2.0,,6.666666666666667,3.6817870057290873
3372,9.77,,1.0,,5.385,4.385
3373,9.36,,,12.0,10.68,1.3200000000000003
3376,8.71,,,,8.71,0.0
3383,0.0,,,,0.0,0.0
3401,12.0,,,,12.0,0.0
3411,1.0,,,,1.0,0.0
3422,10.0,0.0,,,5.0,5.0
3428,5.91,,,0.0,2.955,2.955
3429,0.0,12.0,,,6.0,6.0
3431,0.0,,,,0.0,0.0
3438,0.0,,,,0.0,0.0
3440,0.0,,,8.15,4.075,4.075
3444,11.0,,,,11.0,0.0
3451,2.0,,,,2.0,0.0
3465,13.0,0.0,0.0,,4.333333333333333,6.128258770283412
3478,8.0,,,0.13,4.065,3.935
3481,10.0,,8.0,,9.0,1.0
3484,12.27,,,,12.27,0.0
3492,0.0,,,,0.0,0.0
3502,1.0,,,,1.0,0.0
3507,7.0,,,,7.0,0.0
3511,7.82,,,,7.82,0.0
3512,8.64,,,,8.64,0.0
3519,0.0,,0.0,9.07,3.0233333333333334,4.275639003574657
3521,0.0,,,,0.0,0.0
3527,12.0,,,,12.0,0.0
3534,11.0,,,,11.0,0.0
3535,9.0,,,,9.0,0.0
3542,11.75,,,7.0,9.375,2.375
3543,7.78,,,,7.78,0.0
3549,0.0,,7.33,,3.665,3.665
3552,2.0,,,,2.0,0.0
3554,1.18,,,,1.18,0.0
3565,9.0,0.0,,0.0,3.0,4.242640687119285
3580,0.0,,,,0.0,0.0
3594,6.0,,,,6.0,0.0
3596,8.09,,,,8.09,0.0
3598,10.32,,,,10.32,0.0
3599,10.07,,,,10.07,0.0
3606,3.0,,,,3.0,0.0
3615,13.0,,,,13.0,0.0
3616,11.0,,,,11.0,0.0
3617,12.0,0.0,,,6.0,6.0
3624,9.0,,,,9.0,0.0
3642,2.0,,,,2.0,0.0
3644,1.0,0.0,,,0.5,0.5
3648,11.0,,,,11.0,0.0
3649,11.0,,7.95,15.71,11.553333333333333,3.192076997122024
3652,9.0,,7.93,,8.465,0.5350000000000001
3658,7.0,,,,7.0,0.0
3662,9.0,,,,9.0,0.0
3663,6.12,,,,6.12,0.0
3671,3.27,,,,3.27,0.0
3675,0.75,,,,0.75,0.0
3685,9.0,8.61,,,8.805,0.19500000000000028
3692,7.1,,,,7.1,0.0
3694,7.34,,,,7.34,0.0
3695,8.89,,,,8.89,0.0
3701,0.0,,,,0.0,0.0
3708,0.0,8.809999999999999,,,4.404999999999999,4.404999999999999
3724,7.0,,,,7.0,0.0
3725,8.07,11.0,,,9.535,1.4649999999999999
3726,0.0,,,,0.0,0.0
3730,0.0,10.0,,,5.0,5.0
3732,0.0,,,,0.0,0.0
3753,9.46,,,,9.46,0.0
3758,9.87,,,,9.87,0.0
3760,9.65,,,,9.65,0.0
3762,9.93,12.0,,3.21,8.38,3.752146052594435
3806,7.0,,,,7.0,0.0
3814,6.25,,,,6.25,0.0
3823,0.0,,,,0.0,0.0
3825,1.0,,,,1.0,0.0
3829,0.0,0.0,,,0.0,0.0
3833,0.0,,,,0.0,0.0
3844,6.0,,,2.0,4.0,2.0
3845,4.0,,1.0,,2.5,1.5
3861,1.0,,,,1.0,0.0
3870,10.0,,,,10.0,0.0
3885,8.42,,,,8.42,0.0
3897,1.0,,0.0,,0.5,0.5
3898,3.0,3.0,,,3.0,0.0
3904,13.0,,,,13.0,0.0
3907,11.0,,,,11.0,0.0
3911,9.0,6.0,,,7.5,1.5
3913,10.0,,,,10.0,0.0
3923,22.94,,,7.03,14.985000000000001,7.955000000000001
3924,0.0,,,,0.0,0.0
3927,0.0,,,,0.0,0.0
3928,1.43,,,,1.43,0.0
3931,0.24,,,,0.24,0.0
3933,2.05,,0.0,,1.025,1.025
3940,12.11,,,,12.11,0.0
3947,14.84,8.0,,,11.42,3.42
3949,15.1,,11.49,,13.295,1.8049999999999997
3959,7.58,,,,7.58,0.0
3960,7.18,,,,7.18,0.0
3966,3.93,14.0,0.0,,5.976666666666667,5.895853533534299
3982,10.0,,,,10.0,0.0
3985,7.0,,,,7.0,0.0
3988,8.47,,1.06,2.75,4.093333333333334,3.170744742520631
3991,6.85,0.0,,1.21,2.686666666666666,2.9850777023201407
3995,9.58,,9.0,,9.29,0.29000000000000004
3997,7.08,,,,7.08,0.0
3998,20.06,,,0.0,10.03,10.03
4000,5.8,,,,5.8,0.0
4001,19.19,,,,19.19,0.0
4005,25.16,,,,25.16,0.0
4006,25.1,,,,25.1,0.0
4022,14.66,,,,14.66,0.0
4026,26.17,,,0.0,13.085,13.085
4047,11.0,,,,11.0,0.0
4048,10.0,0.0,0.0,,3.3333333333333335,4.714045207910316
4057,7.99,1.0,,,4.495,3.495
4065,4.46,,9.3,,6.880000000000001,2.4200000000000004
4073,0.0,,,,0.0,0.0
4078,11.0,,,,11.0,0.0
4082,9.0,,,,9.0,0.0
4086,9.01,,,,9.01,0.0
4092,0.0,,,,0.0,0.0
4097,1.0,,9.0,,5.0,4.0
4103,10.0,,,7.75,8.875,1.125
4111,9.14,,,,9.14,0.0
4129,0.0,7.68,,,3.84,3.84
4130,13.0,8.87,,,10.934999999999999,2.0650000000000004
4135,12.0,,,,12.0,0.0
4145,9.45,1.0,0.0,,3.483333333333333,4.2387760287873455
4147,9.61,,1.0,,5.305,4.305
4154,0.0,,,,0.0,0.0
4155,1.0,,,,1.0,0.0
4173,5.66,,2.03,,3.8449999999999998,1.8150000000000002
4181,0.0,,,,0.0,0.0
4192,11.0,,,,11.0,0.0
4193,11.0,,,,11.0,0.0
4195,11.0,9.04,,11.0,10.346666666666666,0.9239528607504225
4196,11.0,,,8.0,9.5,1.5
4200,9.0,0.0,,,4.5,4.5
4218,0.0,,,,0.0,0.0
4227,9.0,4.58,,9.0,7.526666666666666,2.08360798189636
4228,10.0,,,,10.0,0.0
4238,10.1,,12.0,,11.05,0.9500000000000002
4239,7.33,,14.0,,10.665,3.335
4251,0.0,10.37,,9.0,6.456666666666666,4.599683563995342
4253,0.0,,9.81,,4.905,4.905
4266,11.69,,,,11.69,0.0
4272,9.84,6.72,,,8.28,1.56
4305,0.0,,,,0.0,0.0
4316,2.0,,,,2.0,0.0
4318,3.57,,,,3.57,0.0
4325,0.0,,8.06,,4.03,4.03
4327,0.0,10.79,,,5.395,5.395
4330,0.0,,10.57,6.62,5.73,4.360833253710426
4332,0.0,,7.03,,3.515,3.515
4336,11.0,,,0.0,5.5,5.5
4343,7.0,,,0.0,3.5,3.5
4345,7.58,,12.0,,9.79,2.21
4350,9.9,,,,9.9,0.0
4353,9.62,,8.0,,8.809999999999999,0.8099999999999996
4358,1.0,,,,1.0,0.0
4361,0.0,,,,0.0,0.0
4365,0.0,,8.58,,4.29,4.29
4366,0.0,0.0,,,0.0,0.0
4367,15.38,,2.98,0.0,6.12,6.659869868598536
4368,14.3,,,,14.3,0.0
4378,15.72,12.0,,,13.86,1.8600000000000003
4383,11.05,,,,11.05,0.0
4395,3.78,,,,3.78,0.0
4427,0.0,,,,0.0,0.0
4430,0.0,,8.83,,4.415,4.415
4434,2.0,,,,2.0,0.0
4438,0.0,0.0,,,0.0,0.0
4443,12.0,,,2.0,7.0,5.0
4448,7.0,,8.0,,7.5,0.5
4451,11.54,,,,11.54,0.0
4453,11.61,,8.6,,10.105,1.505
4457,0.0,,7.94,10.98,6.3066666666666675,4.628961966671242
4464,0.0,,,,0.0,0.0
4466,0.0,,,,0.0,0.0
4467,1.0,,1.0,,1.0,0.0
4470,13.0,,,,13.0,0.0
4485,11.03,,7.34,9.06,9.143333333333333,1.507588213744795
4487,0.0,,,,0.0,0.0
4490,0.28,,11.21,,5.745,5.465000000000001
4500,9.0,,,,9.0,0.0
4501,9.0,,4.64,,6.82,2.18
4504,8.0,0.0,0.0,,2.6666666666666665,3.7712361663282534
4518,1.0,,,,1.0,0.0
4519,0.0,8.0,,,4.0,4.0
4527,1.0,,,,1.0,0.0
4528,0.0,6.34,,,3.17,3.17
4530,0.0,,,,0.0,0.0
4532,12.0,,,,12.0,0.0
4534,12.0,,,,12.0,0.0
4541,11.0,,,,11.0,0.0
4545,7.0,,,,7.0,0.0
4556,8.5,0.0,0.0,,2.8333333333333335,4.006938426723769
4559,4.46,,,0.0,2.23,2.23
4561,2.85,,,1.0,1.925,0.925
4567,0.0,,,10.0,5.0,5.0
4594,1.0,,,,1.0,0.0
4596,0.0,,,,0.0,0.0
4602,9.0,,,,9.0,0.0
4611,7.97,8.68,,,8.325,0.355
4612,9.1,8.55,,,8.825,0.27499999999999947
4613,7.97,,,,7.97,0.0
4617,0.0,,,,0.0,0.0
4630,12.0,,,,12.0,0.0
4648,10.0,7.04,8.469999999999999,,8.503333333333332,1.2086447874467594
4657,0.0,12.0,,,6.0,6.0
4658,0.0,,,,0.0,0.0
4668,13.0,,,,13.0,0.0
4691,1.0,,,,1.0,0.0
4695,0.0,,,,0.0,0.0
4706,8.0,,,8.0,8.0,0.0
4708,6.0,,,,6.0,0.0
4723,0.0,12.0,,0.0,4.0,5.656854249492381
4739,10.0,,,,10.0,0.0
4743,13.15,,,,13.15,0.0
4748,13.69,,,,13.69,0.0
4760,24.8,,,,24.8,0.0
4761,0.0,,,,0.0,0.0
4762,0.0,,,,0.0,0.0
4774,11.0,,,,11.0,0.0
4785,25.96,,,,25.96,0.0
4799,12.97,10.13,,,11.55,1.42
4809,27.61,,,,27.61,0.0
4814,25.06,,,,25.06,0.0
4833,12.44,,,,12.44,0.0
4843,0.0,,,,0.0,0.0
4856,8.0,,,,8.0,0.0
4857,8.0,,,,8.0,0.0
4861,9.94,,,,9.94,0.0
4865,9.25,,,,9.25,0.0
4886,9.0,,,,9.0,0.0
4898,0.0,,,7.14,3.57,3.57
4904,12.0,,,,12.0,0.0
4907,11.0,,,,11.0,0.0
4924,9.68,,,7.0,8.34,1.3399999999999999
4925,8.17,,,9.67,8.92,0.75
4928,1.0,0.0,,,0.5,0.5
4935,0.0,,,,0.0,0.0
4938,2.0,,,,2.0,0.0
4941,2.0,,,,2.0,0.0
4945,1.0,,,,1.0,0.0
4954,10.0,,,,10.0,0.0
4958,11.76,,,9.42,10.59,1.17
4962,9.19,,,1.0,5.095,4.095
4965,7.57,,13.0,,10.285,2.715
4969,8.02,,,,8.02,0.0
4974,2.77,,,,2.77,0.0
4975,1.89,,,,1.89,0.0
4995,8.28,,0.0,,4.14,4.14
4999,0.0,,,,0.0,0.0
5013,0.0,,23.5,,11.75,11.75
5020,10.72,,,,10.72,0.0
5027,11.99,,,,11.99,0.0
5028,23.82,,,,23.82,0.0
5035,0.0,,10.0,,5.0,5.0
5048,0.0,,8.85,,4.425,4.425
5050,11.0,,,,11.0,0.0
5054,10.0,,,,10.0,0.0
5059,8.74,,,,8.74,0.0
5078,0.0,,,,0.0,0.0
5084,10.0,8.92,,6.21,8.376666666666667,1.5942466001915205
5100,0.0,,12.0,,6.0,6.0
5108,1.0,,,,1.0,0.0
5110,0.0,,,0.0,0.0,0.0
5142,1.0,,,0.0,0.5,0.5
5148,0.0,,,,0.0,0.0
5152,11.0,22.0,,5.0,12.666666666666666,7.039570693980959
5160,9.0,,,,9.0,0.0
5176,0.0,13.06,,,6.53,6.53
5188,9.0,1.0,0.0,,3.3333333333333335,4.0276819911981905
5197,5.91,,,,5.91,0.0
5200,0.0,14.71,,0.0,4.903333333333333,6.9343605008360765
5202,0.0,,5.9,,2.95,2.95
5205,0.0,,,12.0,6.0,6.0
5214,5.0,,0.0,,2.5,2.5
5229,1.0,,,,1.0,0.0
5244,9.0,,,,9.0,0.0
5249,8.15,0.0,,,4.075,4.075
5267,0.0,,,,0.0,0.0
5270,1.0,8.0,,,4.5,3.5
5280,11.0,,,,11.0,0.0
5282,10.0,,,,10.0,0.0
5290,12.73,,,,12.73,0.0
5300,2.0,,,,2.0,0.0
5311,0.0,,,,0.0,0.0
5315,12.0,,,,12.0,0.0
5319,9.0,0.0,,,4.5,4.5
5339,0.0,,,,0.0,0.0
5349,9.0,,,,9.0,0.0
5362,22.79,6.18,,,14.485,8.305
5372,0.0,,,,0.0,0.0
5374,0.0,,,,0.0,0.0
5378,10.0,,,0.0,5.0,5.0
5379,10.0,,,,10.0,0.0
5381,7.67,,0.0,,3.835,3.835
5388,7.01,,,,7.01,0.0
5390,0.0,,,,0.0,0.0
5395,0.0,,,,0.0,0.0
5399,10.0,2.0,,,6.0,4.0
5400,10.0,,4.19,9.6,7.93,2.6496163244263626
5402,8.0,,,,8.0,0.0
5415,0.0,11.0,,,5.5,5.5
5425,10.0,,,,10.0,0.0
5426,9.0,,,,9.0,0.0
5433,8.86,,,,8.86,0.0
5441,0.0,,,,0.0,0.0
5452,11.0,,,,11.0,0.0
5455,9.0,,,,9.0,0.0
5471,12.44,,,,12.44,0.0
5483,1.0,,,1.0,1.0,0.0
5484,13.0,,,,13.0,0.0
5487,11.0,,,,11.0,0.0
5489,6.0,,,0.0,3.0,3.0
5498,7.1,,,,7.1,0.0
5508,0.0,,,,0.0,0.0
5509,1.0,,,,1.0,0.0
5511,2.0,,,24.4,13.2,11.2
